chromosome	chromosome_start	chromosome_end	entrez_gene_id	snps_hh550	snps_ho1	snps_affy500	snps_exac	snps_kg3
chr5	1225470	1246304	348932	7	23	7	19	151
chr5	1253262	1295162	7015	7	18	6	5	145
chr5	1317859	1345214	81037	6	14	4	3	90
chr5	1392905	1445543	6531	22	33	15	7	211
chr5	1456595	1524092	79888	34	49	23	8	288
chr5	1798500	1801480	64979	7	9	10	1	82
chr5	1801514	1816719	4726	10	28	15	3	134
chr5	1877541	1887350	50805	6	24	4	6	114
chr5	2745959	2752969	153572	4	11	3	3	68
chr5	2752245	2755511	153571	3	8	3	3	52
chr5	3596168	3601517	79192	5	12	2	4	60
chr5	5140443	5320417	170690	121	156	61	17	812
chr5	5420777	5490347	23379	18	27	23	8	187
chr5	6371994	6378707	84246	11	16	2	2	93
chr5	6448736	6495022	134111	16	27	21	1	185
chr5	6599352	6633404	54888	24	39	19	13	198
chr5	6633456	6669675	6715	18	28	14	10	138
chr5	6714718	6757161	11044	17	21	31	1	167
chr5	7396321	7830194	108	129	184	121	9	993
chr5	7830491	7851603	134121	17	32	20	4	117
chr5	7851299	7906138	4552	28	53	17	18	228
chr5	7859272	7869150	79072	13	28	8	11	84
chr5	9035138	9546187	9037	180	247	194	12	1467
chr5	9629109	9630463	50834	1	10	4	3	32
chr5	10226442	10250009	134145	18	35	15	7	178
chr5	10250033	10266524	22948	12	27	14	7	162
chr5	10275987	10308138	134147	12	24	6	1	190
chr5	10353815	10435491	10299	8	15	11	0	135
chr5	10441636	10472141	83853	13	24	10	0	109
chr5	10564442	10650308	651746	30	41	25	5	352
chr5	10679342	10761384	1611	29	44	29	3	287
chr5	10971952	11904155	1501	295	373	263	7	2287
chr5	13690440	13944652	1767	79	121	83	49	857
chr5	14143811	14532235	7204	88	131	93	16	789
chr5	14581884	14615073	54491	15	19	8	1	63
chr5	14664773	14699820	90268	11	23	13	0	72
chr5	14704913	14871887	56172	40	67	44	8	400
chr5	15500305	15939900	23194	94	105	58	0	790
chr5	16067248	16180871	441061	17	30	22	2	226
chr5	16451628	16465901	90441	10	13	9	0	55
chr5	16473147	16617167	54463	60	85	50	5	400
chr5	16662019	16936385	4651	112	153	53	15	941
chr5	17217669	17276943	10409	20	24	14	0	130
chr5	19473060	20575982	1016	158	250	160	3	2638
chr5	21750777	22853731	1010	183	265	133	5	2248
chr5	23507264	23528706	56979	4	11	2	2	48
chr5	24487209	24645087	1008	40	67	34	3	557
chr5	26880709	27121257	1007	43	63	33	5	521
chr5	31193857	31329253	1004	38	72	44	5	284
chr5	31400609	31532303	29102	45	61	43	10	368
chr5	31532373	31555165	55322	12	21	12	3	120
chr5	31639517	32111037	23037	247	293	129	11	1660
chr5	32124810	32174456	64083	6	23	9	0	120
chr5	32227100	32313115	54545	9	19	9	1	136
chr5	32354456	32444867	51663	12	29	11	3	211
chr5	32531739	32604185	10923	15	35	22	0	240
chr5	32689176	32787256	4883	48	57	25	3	265
chr5	32788945	32791819	79614	6	15	6	2	38
chr5	33440802	33469644	6897	10	13	6	6	114
chr5	33523640	33892297	81792	132	163	90	17	1279
chr5	33936489	33938342	51289	8	14	5	0	62
chr5	33944721	33984835	51151	21	40	13	8	137
chr5	33987279	34124633	114899	29	58	24	7	263
chr5	34656342	34832732	26064	62	81	41	13	637
chr5	34838938	34899561	153657	21	38	18	5	161
chr5	34905369	34919094	5810	5	17	4	2	29
chr5	34915481	34926101	55299	4	14	4	2	32
chr5	34929698	34959069	134218	7	18	6	4	67
chr5	34998206	35048198	64902	31	38	18	10	255
chr5	35048861	35230794	5618	59	73	49	2	528
chr5	35617946	35814713	79925	59	74	45	26	559
chr5	35852797	35879705	3575	14	24	19	8	134
chr5	35904397	35938881	133690	17	24	17	4	158
chr5	35951112	35991707	133688	16	22	10	5	138
chr5	36035119	36071460	167127	20	35	16	0	207
chr5	36098514	36152063	92255	11	18	6	2	109
chr5	36152091	36184421	6502	17	27	5	6	149
chr5	36192694	36242381	133686	12	21	8	2	227
chr5	36248536	36302216	202151	15	31	9	5	238
chr5	36606457	36688436	6507	48	66	32	4	239
chr5	36876861	37066515	25836	17	25	15	4	161
chr5	37106330	37247894	65250	9	20	6	5	159
chr5	37288239	37371283	9631	9	16	11	5	209
chr5	37379314	37753537	55100	36	60	35	2	946
chr5	37812779	37839788	2668	18	23	12	0	86
chr5	38258511	38465123	133584	81	122	56	8	610
chr5	38475065	38608456	3977	20	41	29	3	244
chr5	38845960	38945698	9180	35	56	26	2	284
chr5	38938021	39074510	253260	11	30	12	3	215
chr5	39105338	39274630	2533	51	86	45	6	547
chr5	39284364	39424970	735	38	62	32	7	383
chr5	39371780	39462402	1601	25	44	23	6	240
chr5	40679600	40693837	5734	2	8	6	1	79
chr5	40714577	40756077	23548	8	17	3	1	95
chr5	40759481	40798476	5562	12	17	3	0	94
chr5	40825364	40835437	6167	7	12	7	1	53
chr5	40841286	40860275	84674	6	14	7	2	60
chr5	40909354	40983041	730	27	46	23	7	335
chr5	40998119	41071444	133558	32	51	25	24	316
chr5	41142336	41261540	729	42	57	26	3	327
chr5	41307056	41510730	345557	41	60	31	3	433
chr5	41730167	41870621	5019	7	15	8	2	155
chr5	41904290	41921738	285636	7	16	2	0	35
chr5	41925356	41941845	26272	3	12	4	0	35
chr5	42423879	42721979	2690	30	46	38	3	559
chr5	42756903	42802462	100129792	3	14	4	3	153
chr5	43039335	43043272	389289	3	7	1	1	50
chr5	43065278	43192123	7690	12	29	17	8	454
chr5	43192173	43280952	167359	7	68	7	1	222
chr5	43289497	43313614	3157	2	43	8	3	87
chr5	43376747	43412493	56477	7	22	5	1	101
chr5	43444354	43483995	64417	3	15	7	0	101
chr5	43486803	43515247	375444	2	11	2	1	69
chr5	43602795	43707507	23530	7	20	14	5	154
chr5	44303646	44389808	2255	17	35	17	2	175
chr5	44809027	44820530	10884	10	8	2	1	52
chr5	45259349	45696253	348980	38	37	19	0	412
chr5	49692026	49739082	133418	3	17	2	1	125
chr5	49961733	50142356	79668	33	35	24	3	293
chr5	50678958	50690555	3670	2	9	3	1	32
chr5	52083730	52252327	3672	80	103	46	11	593
chr5	52083774	52099880	53918	11	18	7	1	124
chr5	52285156	52390609	3673	42	62	31	20	389
chr5	52391512	52405602	4338	7	20	7	1	100
chr5	52776239	52782964	10468	6	7	6	0	77
chr5	52856463	52979168	4724	28	30	18	3	375
chr5	53751445	53752207	8988	6	9	1	1	65
chr5	53813589	53842415	112574	16	29	10	6	146
chr5	54273692	54281491	11082	9	18	12	1	72
chr5	54320081	54330398	3003	5	14	4	0	59
chr5	54398476	54406080	3001	4	14	10	2	35
chr5	54408823	54469003	166979	13	35	17	10	133
chr5	54455946	54462899	493869	4	11	4	3	48
chr5	54526980	54529508	10309	3	7	6	2	51
chr5	54552073	54603550	54505	12	14	7	5	96
chr5	54603588	54721409	23517	26	17	21	9	252
chr5	54720682	54830878	8611	10	19	15	2	267
chr5	54921673	55069022	153129	24	38	18	10	638
chr5	55033845	55112985	54514	15	20	5	7	191
chr5	55147207	55218678	133396	20	30	11	7	188
chr5	55230923	55290772	3572	11	14	3	3	80
chr5	55395507	55529186	79722	41	57	22	7	391
chr5	56111401	56191979	4214	18	24	26	12	212
chr5	56205087	56213175	133383	5	13	5	4	72
chr5	56215429	56267502	166968	17	31	13	10	198
chr5	56469775	56559428	65056	5	16	5	3	143
chr5	56775846	56778636	345651	3	8	5	1	38
chr5	57749809	57756087	10769	6	16	8	13	107
chr5	57787262	57792917	202309	4	12	6	1	86
chr5	57878048	58155213	115827	88	107	78	1	841
chr5	58264865	59817947	5144	378	443	287	10	3597
chr5	59892739	59996017	55789	15	13	12	3	172
chr5	60047618	60140216	79993	23	25	25	1	210
chr5	60169658	60240905	1161	5	26	13	5	167
chr5	60240956	60448853	91942	21	33	26	3	398
chr5	60453536	60458301	643155	1	7	2	0	24
chr5	60628100	60841997	57688	21	24	32	4	275
chr5	60933535	61047590	285668	54	70	53	3	356
chr5	61601989	61833076	3796	22	53	35	14	449
chr5	61683081	61699766	27292	3	16	5	4	67
chr5	61699799	61924409	51194	16	40	27	8	347
chr5	61874562	61877275	100130733	1	3	2	0	23
chr5	63256183	63258334	3350	3	9	3	0	37
chr5	63461671	63668696	285671	30	23	16	2	257
chr5	63802084	63908139	401190	34	51	42	1	229
chr5	63986135	64013917	100132916	4	13	6	2	108
chr5	64013980	64064496	285672	12	24	9	3	192
chr5	64064757	64314418	10283	40	55	37	5	517
chr5	64444563	64777747	11174	62	92	47	1	710
chr5	64813593	64858998	64105	7	13	12	4	186
chr5	64859063	64883376	23398	6	17	16	4	117
chr5	64885507	64921802	373	7	16	18	5	143
chr5	64920543	64962060	80006	11	21	13	5	162
chr5	64961755	65018862	54557	13	29	10	1	150
chr5	65018023	65167553	57486	45	71	35	4	442
chr5	65222303	65378377	55914	13	27	31	4	221
chr5	65440046	65479443	140890	7	14	5	1	77
chr5	65892176	66465423	375449	156	301	145	5	1271
chr5	66478103	66492627	4064	11	27	16	3	97
chr5	67522462	67597649	5295	32	37	16	4	158
chr5	68389473	68426896	64924	11	17	6	6	124
chr5	68462837	68474072	891	2	8	2	1	83
chr5	68485375	68506184	64946	3	13	2	0	87
chr5	68513573	68541954	92259	4	13	3	5	119
chr5	68530668	68573250	1022	5	19	7	5	159
chr5	68576002	68628636	202243	6	20	5	3	166
chr5	68665120	68710628	5884	4	19	3	4	90
chr5	68710939	68740157	153562	6	14	2	4	85
chr5	68788119	68853931	4950	0	10	0	1	62
chr5	70330799	70363500	2966	0	0	0	1	10
chr5	70751442	70863649	55814	12	22	22	17	235
chr5	70883115	70954528	64087	10	23	17	5	180
chr5	71014990	71016875	9607	8	15	5	1	84
chr5	71403061	71502853	4131	40	49	15	5	206
chr5	71515236	71616473	23107	15	25	11	2	141
chr5	71616194	71656052	79810	4	12	3	0	54
chr5	71738479	71803554	167465	17	31	25	5	164
chr5	72112415	72212560	3842	11	19	5	4	172
chr5	72251808	72386349	115548	11	21	16	3	209
chr5	72416119	72427644	134285	16	15	8	4	76
chr5	72469022	72470970	134288	6	16	8	0	47
chr5	72794233	72801460	689	8	12	6	3	73
chr5	72848160	72861511	57763	5	24	10	2	98
chr5	72861268	72877794	84135	6	21	11	4	99
chr5	72921983	73237818	64283	90	132	67	20	843
chr5	73923234	73937249	8507	10	13	5	3	59
chr5	73935848	74018472	3074	39	54	26	9	297
chr5	74017029	74063196	84340	9	23	5	7	98
chr5	74062817	74072737	10412	7	16	1	3	44
chr5	74073399	74162776	26049	11	23	12	3	181
chr5	74323289	74326724	51301	3	8	0	2	56
chr5	74364100	74532703	256006	17	40	19	10	430
chr5	74632154	74657929	3156	6	25	8	3	64
chr5	74664311	74807963	10087	10	32	16	3	210
chr5	74807581	74896969	51426	9	19	5	2	130
chr5	74969949	75013313	134359	23	31	16	10	245
chr5	75378997	75649764	22987	89	126	93	4	985
chr5	75699074	76003957	10788	120	158	93	22	956
chr5	75911328	75919259	2151	20	34	17	6	125
chr5	76011868	76031606	2149	16	21	10	1	86
chr5	76114758	76131140	2150	5	18	4	2	72
chr5	76145826	76217475	170591	24	33	5	1	238
chr5	76248538	76276983	1393	8	15	4	1	128
chr5	76325076	76361059	55109	7	17	5	3	103
chr5	76367897	76383148	84327	5	13	2	3	85
chr5	76506274	76725632	8622	78	112	46	5	565
chr5	76721795	76916436	55255	51	84	37	8	687
chr5	76924537	76934522	23440	3	11	3	1	59
chr5	76987071	77072185	6902	13	22	19	3	361
chr5	77296349	77590528	8546	33	55	28	6	613
chr5	77656339	77776562	9522	14	32	27	3	345
chr5	77781038	78065844	10184	69	102	68	1	631
chr5	78073032	78281766	411	73	103	62	8	814
chr5	78293500	78365449	29958	27	37	28	12	277
chr5	78365547	78384952	23743	7	10	6	2	93
chr5	78407602	78428110	635	9	18	8	2	102
chr5	78531954	78623038	133746	8	23	16	5	156
chr5	78668459	78810040	9456	28	39	18	2	357
chr5	78907943	78982471	167153	13	19	5	0	219
chr5	78985659	79096063	202333	49	79	29	37	369
chr5	79272554	79287085	345778	5	17	4	3	62
chr5	79287134	79379110	7060	23	42	21	14	245
chr5	79407050	79551898	256987	61	70	26	2	573
chr5	79615444	79617658	84654	7	13	1	4	83
chr5	79703832	79775498	9765	10	17	6	9	173
chr5	79783788	79838382	167555	5	19	4	1	131
chr5	79852574	79866307	340120	6	14	5	2	80
chr5	79950467	80172279	4437	41	57	31	11	624
chr5	80256491	80525985	5924	109	149	75	6	761
chr5	80529104	80562216	1160	7	14	6	2	100
chr5	80597409	80609116	84240	6	14	5	3	67
chr5	80625824	80689998	134526	19	26	11	3	217
chr5	80708840	81047616	23635	63	63	37	1	630
chr5	81267844	81572241	83734	25	45	23	7	334
chr5	81569177	81574396	6228	2	7	0	3	34
chr5	81574515	81682796	92270	23	33	10	3	153
chr5	82373317	82649606	7518	33	61	48	2	652
chr5	82767284	82878122	1462	44	69	31	12	307
chr5	82933624	83017432	1404	23	36	15	3	228
chr5	83236373	83680611	10085	89	118	55	4	822
chr5	85913721	85916779	1350	5	8	0	0	18
chr5	86563705	86687748	5921	10	24	8	1	75
chr5	86687311	86708836	902	0	10	2	1	16
chr5	87485450	87565293	153396	8	15	9	1	112
chr5	88013975	88199922	4208	33	34	25	0	241
chr5	89688078	89705603	1070	4	13	2	1	33
chr5	89754020	89770585	153364	4	12	0	2	44
chr5	89767565	89810370	10622	14	24	1	3	93
chr5	89811428	89825401	116068	8	14	2	3	56
chr5	89825161	90460038	84059	143	185	114	38	1389
chr5	90664541	90679176	57561	1	9	0	0	47
chr5	92919043	92930321	7025	3	5	1	0	12
chr5	92953775	93447404	83989	29	57	39	1	473
chr5	93488671	93954309	285600	69	82	45	7	574
chr5	93954052	94075141	84250	27	48	11	4	320
chr5	94039446	94620279	79772	153	214	98	9	1052
chr5	94727048	94786158	153643	29	33	17	3	212
chr5	94799599	94890711	9652	9	17	13	4	186
chr5	94890778	94940768	153642	7	15	4	2	88
chr5	94955782	94957403	285601	3	6	4	1	27
chr5	94982458	94993786	317671	3	14	1	1	36
chr5	94987885	95034415	83890	12	24	6	1	148
chr5	95049226	95160087	22836	41	56	29	5	239
chr5	95087023	95158709	2745	35	48	21	5	158
chr5	95220802	95297775	22936	10	26	16	6	236
chr5	95726119	95769847	5122	11	29	8	3	124
chr5	95865525	96115299	831	87	119	57	30	779
chr5	96096521	96143803	51752	24	54	21	32	279
chr5	96211643	96255420	64167	12	21	17	15	237
chr5	96271098	96373219	4012	13	25	19	6	193
chr5	96427574	96478576	167410	14	26	15	0	99
chr5	96496571	96518964	55781	12	21	13	10	114
chr5	98104354	98134347	285704	13	21	4	2	89
chr5	98190908	98262240	1105	12	16	10	8	137
chr5	99871009	99922445	345757	10	15	9	2	148
chr5	101569690	101632253	353189	19	38	16	5	285
chr5	101707486	101834720	133482	12	45	20	10	409
chr5	102089685	102366809	5066	36	52	43	3	541
chr5	102421704	102455855	54826	1	9	6	3	113
chr5	102455853	102538937	23262	6	20	9	3	110
chr5	102594403	102614361	90355	3	12	4	0	69
chr5	102884556	102898494	83594	4	14	4	5	69
chr5	106712590	107006596	1946	101	139	90	0	700
chr5	108083523	108532542	2241	70	76	43	9	1191
chr5	108670410	108745695	9867	14	23	10	6	142
chr5	109025067	109205326	4124	40	43	32	9	462
chr5	109624934	110074657	642987	60	105	52	5	798
chr5	110073837	110100857	91137	6	18	5	2	61
chr5	110405760	110427813	85480	12	28	16	1	94
chr5	110427414	110481518	134430	17	40	22	5	213
chr5	110559351	110830584	814	61	78	54	2	559
chr5	110831731	110848288	134429	7	11	3	0	43
chr5	110998318	111333161	9315	78	119	62	3	825
chr5	111478138	111755013	64097	92	112	75	19	828
chr5	112043195	112181936	324	19	39	14	9	259
chr5	112196885	112228776	6728	8	30	13	6	165
chr5	112212084	112258236	7905	10	28	15	7	209
chr5	112312399	112356667	167227	19	34	13	4	106
chr5	112357796	112824527	4163	124	198	135	16	1488
chr5	112768251	112770686	83942	3	12	1	3	67
chr5	112849380	112930982	64848	16	29	23	23	294
chr5	113696666	113832321	3781	30	52	35	1	280
chr5	114460459	114516243	55521	16	25	14	4	158
chr5	114546527	114598569	5229	15	24	10	1	108
chr5	114602885	114632528	153733	8	18	5	0	73
chr5	114856608	114880591	56929	6	12	3	1	50
chr5	115140430	115152651	1036	1	11	5	0	52
chr5	115163897	115177555	9140	5	12	2	1	52
chr5	115177178	115274332	1176	24	23	16	3	191
chr5	115298151	115363316	206338	52	64	33	14	344
chr5	115420688	115748459	51397	85	126	119	6	1399
chr5	115779312	115910630	57556	66	90	49	6	356
chr5	118173017	118324240	285605	22	36	15	0	231
chr5	118373467	118584833	1657	30	40	12	6	221
chr5	118604463	118730294	25816	58	59	39	7	447
chr5	118788138	118878028	3295	24	34	16	11	254
chr5	118965254	118972882	340069	11	18	7	3	138
chr5	119799973	120023027	51334	61	90	53	1	646
chr5	121187650	121188519	94033	3	11	2	0	42
chr5	121297656	121411265	153443	10	21	8	3	103
chr5	121398890	121414055	4015	7	10	4	1	47
chr5	121465208	121515312	133923	11	18	8	5	109
chr5	121647049	121799914	9627	25	38	34	5	206
chr5	122110691	122165803	6643	5	15	10	1	179
chr5	122179134	122365049	28966	22	37	46	1	450
chr5	122358945	122372436	5480	6	17	7	1	80
chr5	122424816	122523745	93166	44	61	43	2	348
chr5	122680579	122759286	153241	16	30	18	11	268
chr5	122847793	122952739	1456	17	19	10	0	175
chr5	123966385	124084500	57507	41	49	21	8	364
chr5	125695824	125832186	65983	41	65	20	2	361
chr5	125877533	125931110	501	23	37	8	4	202
chr5	125935960	125962944	51808	7	22	4	3	123
chr5	125967414	125971979	389320	3	13	3	2	72
chr5	126112315	126172712	4001	15	19	6	4	157
chr5	126203406	126366500	115123	11	24	19	1	297
chr5	126626523	126801429	84466	37	67	41	9	400
chr5	126853301	126890782	133619	6	22	9	3	110
chr5	126984736	126994322	613212	11	16	9	3	87
chr5	127419458	127525380	6558	14	19	15	2	143
chr5	127593601	127994878	2201	86	111	86	20	1085
chr5	127873706	128369335	28965	98	133	116	6	2028
chr5	128430386	128449721	51015	10	17	4	2	103
chr5	128795958	129074376	171019	57	77	48	4	645
chr5	129240165	129522327	337876	45	51	26	4	453
chr5	130494720	130507428	3094	6	15	6	3	96
chr5	130506503	130541119	90624	12	23	8	3	141
chr5	130581186	130734140	56990	13	19	11	1	197
chr5	130761584	131132756	96459	25	46	46	9	434
chr5	131142683	131347936	23305	16	31	31	5	281
chr5	131396222	131398897	3562	3	12	9	1	44
chr5	131409483	131411859	1437	3	13	6	1	38
chr5	131527531	131631008	8974	25	56	24	10	269
chr5	131593364	131609147	8572	8	22	5	7	99
chr5	131630136	131679899	6583	15	76	18	6	178
chr5	131705401	131731306	6584	4	44	11	5	112
chr5	131746328	131811736	441108	23	42	19	4	218
chr5	131817301	131826490	3659	5	10	3	7	80
chr5	131877136	131892530	3567	5	11	3	0	41
chr5	131891711	131979752	10111	12	18	15	1	144
chr5	131991955	131996802	3596	5	14	8	2	42
chr5	132009678	132018368	3565	4	14	8	3	69
chr5	132028323	132073330	11127	8	18	2	5	119
chr5	132083137	132089856	645121	1	13	1	1	40
chr5	132086509	132142933	23176	6	29	9	4	130
chr5	132149033	132152488	134548	1	9	0	6	36
chr5	132157833	132166590	134549	1	11	2	6	30
chr5	132196873	132202576	2661	4	17	4	2	49
chr5	132202252	132203723	27089	4	16	4	2	44
chr5	132208014	132210738	116842	7	18	2	3	47
chr5	132211071	132299326	27125	10	25	8	5	220
chr5	132332677	132362296	54819	4	11	8	1	104
chr5	132387654	132442141	3308	8	12	2	6	148
chr5	132532147	132948255	23105	158	192	132	7	1003
chr5	133291201	133304478	56951	3	15	2	0	40
chr5	133307606	133340824	7416	6	18	4	0	105
chr5	133450402	133483920	6932	11	24	14	6	110
chr5	133492082	133512729	6500	6	14	11	3	93
chr5	133530025	133561833	5515	2	12	7	1	113
chr5	133634111	133702765	51265	2	17	7	0	96
chr5	133706870	133727683	7320	2	14	5	0	54
chr5	133737778	133747589	91368	2	3	3	0	27
chr5	133860003	133918918	23338	21	32	12	5	173
chr5	133936834	133984961	51128	4	6	3	1	33
chr5	133984479	134063513	10802	3	7	3	0	51
chr5	134074191	134087847	819	3	7	0	1	16
chr5	134094469	134190823	9879	11	20	6	1	71
chr5	134181370	134195427	134553	2	5	0	0	20
chr5	134209460	134237323	79770	2	12	1	1	39
chr5	134240596	134343649	84105	16	36	15	4	186
chr5	134303596	134347392	347732	9	19	6	4	141
chr5	134363424	134370503	5307	5	17	5	2	70
chr5	134669590	134735604	9555	12	17	21	3	80
chr5	134779908	134788089	497189	11	22	22	4	86
chr5	134869991	134871639	4762	1	9	3	1	41
chr5	134906376	134914754	9547	9	16	15	2	52
chr5	135170338	135224326	153328	26	44	20	9	226
chr5	135227935	135231516	3578	9	15	7	2	44
chr5	135274273	135290723	3950	9	44	11	6	114
chr5	135364584	135399507	7045	11	28	24	8	104
chr5	135468534	135524435	4090	4	20	14	4	140
chr5	135549008	135701225	57113	32	41	38	3	306
chr5	136310987	136934068	6695	152	204	198	0	1478
chr5	136953189	137071779	26249	25	36	37	6	235
chr5	137087075	137090039	10949	0	4	2	0	11
chr5	137203480	137223540	9499	2	11	3	0	24
chr5	137223657	137278436	27039	3	18	1	3	79
chr5	137273649	137387650	51306	8	18	9	3	182
chr5	137419581	137428054	7478	5	9	2	4	42
chr5	137450866	137475132	8382	3	10	2	1	49
chr5	137475455	137514675	10902	3	17	3	4	46
chr5	137514408	137523404	10112	1	14	1	2	24
chr5	137523339	137549032	8697	2	18	1	2	35
chr5	137588068	137610360	2676	3	11	2	0	49
chr5	137620954	137674044	995	7	20	7	3	107
chr5	137667624	137685416	51307	3	13	6	3	59
chr5	137688285	137772717	51780	11	24	13	8	177
chr5	137774706	137782658	51308	2	11	3	1	45
chr5	137801179	137805004	1958	4	7	6	1	26
chr5	137841784	137878989	2107	4	13	5	0	74
chr5	137890571	137911133	3313	2	13	8	2	48
chr5	138089107	138270720	1495	14	32	27	3	304
chr5	138205079	138211057	26045	3	11	2	0	32
chr5	138282409	138629246	64374	28	50	42	3	390
chr5	138609441	138667360	9782	5	12	1	4	42
chr5	138677276	138705406	51247	0	7	2	0	24
chr5	138702885	138720242	9963	0	9	3	4	18
chr5	138723169	138725770	51237	2	10	2	6	22
chr5	138727723	138729087	389333	2	6	2	6	23
chr5	138732252	138739777	202051	3	6	1	4	25
chr5	138744279	138780180	202052	3	15	2	2	51
chr5	138855119	138862520	340061	3	8	0	6	26
chr5	138906016	139008018	7322	6	10	5	0	103
chr5	139026884	139063467	51523	7	14	5	1	69
chr5	139175406	139224051	84249	10	19	4	3	81
chr5	139227260	139422879	9542	35	55	35	4	308
chr5	139487362	139496321	5813	0	6	4	0	9
chr5	139505521	139508391	492311	3	9	2	0	11
chr5	139554227	139663119	84418	12	32	14	1	200
chr5	139624624	139682706	5201	7	20	9	0	110
chr5	139712428	139726216	1839	7	14	6	1	47
chr5	139739787	139754722	83697	2	7	3	3	19
chr5	139929752	139937895	10011	5	14	8	6	25
chr5	139937853	139971708	10307	8	16	10	6	61
chr5	139944041	139948688	113829	4	12	8	5	23
chr5	140011313	140013286	929	8	14	4	4	48
chr5	140018325	140027370	4695	6	15	7	8	53
chr5	140019012	140024993	55374	5	15	7	7	45
chr5	140026643	140042064	3550	5	15	7	12	50
chr5	140044384	140053709	54853	2	11	2	11	35
chr5	140050379	140053171	373863	2	10	1	10	31
chr5	140052758	140071609	3035	2	13	6	11	53
chr5	140071011	140078889	23438	0	8	6	2	44
chr5	140079919	140086266	153527	0	11	5	2	42
chr5	140430961	140433547	29930	3	4	3	0	19
chr5	140474237	140476962	56133	7	11	1	6	74
